,customer_id,product_id,type,brand,category,shop_category,date
144419,80087,151228,1,Sumsung,Phone,Electronics,2018-03-02
31291,717094,90450,1,Sumsung,Phone,Electronics,2018-03-30
95014,762987,117817,5,Other,Perfume,Beauty Makeup,2018-03-28
46286,1165830,48343,1,LEDIN,Coat,Clothes,2018-03-10
94479,1577625,343325,5,Other,Cookie,Food,2018-03-08
29768,1122012,163618,4,Proya,Facial Moisturizer,Beauty Makeup,2018-03-04
70312,533338,319860,1,Other,Cookie,Food,2018-02-01
61945,497656,216323,1,Other,Coat,Clothes,2018-02-02
137997,1448679,140610,1,Lipton,Tea,Food,2018-02-27
110635,1156718,61533,1,Other,Coat,Clothes,2018-02-04
86136,592821,344008,1,LEDIN,Coat,Clothes,2018-02-10
180692,1331398,135624,1,Other,Coat,Clothes,2018-02-03
47216,166071,230527,1,Olay,Perfume,Beauty Makeup,2018-03-11
139925,1437672,10182,1,Acer,Notebook,Electronics,2018-03-21
115850,1028292,302588,1,Other,Phone,Electronics,2018-03-25
68187,1265047,284246,1,Other,Perfume,Beauty Makeup,2018-03-01
99069,862872,353655,3,Apple,Tablet,Electronics,2018-04-13
47477,1352945,289214,1,Apple,Phone,Electronics,2018-03-15
8492,1261425,248051,1,Huawei,Phone,Electronics,2018-03-23
103451,1314580,122360,1,Supor,Rice Cooker,Household Eletric Appliance,2018-03-19
160122,1506905,138167,1,Innisfree,Face Cream,Beauty Makeup,2018-03-19
43753,1202216,9934,1,Vivo,Phone,Electronics,2018-03-08
118536,1272035,295037,1,Huawei,Phone,Electronics,2018-02-13
146696,1455971,7636,1,Other,Cookie,Food,2018-03-16
105659,1527904,261182,1,Other,Facial Essence,Beauty Makeup,2018-02-06
67991,487991,46011,1,Haier,Refrigerator,Household Eletric Appliance,2018-04-07
153207,1050473,95995,1,Jeans West,Jeans,Clothes,2018-02-01
41403,581621,109717,1,Ton Lion,Coat,Clothes,2018-02-28
158278,302102,83171,1,Sony,Digital Camera,Electronics,2018-02-05
58798,906026,127632,4,Other,Facial Moisturizer,Beauty Makeup,2018-02-23
52898,659168,350666,1,Apple,Phone,Electronics,2018-02-26
155871,369405,142054,1,Nikon,Digital Camera,Electronics,2018-02-01
104191,1569403,192046,1,UNIQLO,Coat,Clothes,2018-03-17
127130,478493,301310,1,Innisfree,Face Cream,Beauty Makeup,2018-02-16
8633,687023,294111,1,Other,Coat,Clothes,2018-03-01
95490,623523,168692,3,Lipton,Tea,Food,2018-04-15
129713,295220,78161,1,Apple,Phone,Electronics,2018-02-07
152786,1492042,101112,1,Other,Face Cream,Beauty Makeup,2018-04-15
115631,1016294,76488,1,Li-Ning,Football,Outdoor Sports,2018-02-14
40260,1010519,150750,1,Other,Phone,Electronics,2018-03-15
12479,583584,113356,1,Huawei,Phone,Electronics,2018-02-19
38061,92845,231634,1,Other,Coat,Clothes,2018-02-09
20885,39863,26624,1,Microsoft,Xbox,Electronics,2018-03-16
55199,1052166,258112,1,Huawei,Phone,Electronics,2018-03-10
123673,198903,193074,1,Lipton,Tea,Food,2018-04-13
142481,1218218,220537,1,Apple,Phone,Electronics,2018-02-10
178396,716229,84741,1,Other,Coat,Clothes,2018-02-10
37286,605036,152685,1,Apple,Phone,Electronics,2018-02-24
53515,1335405,330611,1,Huawei,Tablet,Electronics,2018-04-13
92188,322012,183662,5,Quanyou,Bed,Furniture,2018-03-05
132700,349254,263574,1,Vivo,Phone,Electronics,2018-02-11
106969,728304,65262,1,Lipton,Tea,Food,2018-02-20
23830,190010,9632,1,Joyoung,Induction Cooker,Household Eletric Appliance,2018-04-06
10519,820397,375027,1,BE&CHERRY,Nut,Food,2018-04-13
70779,1274756,304891,1,Other,Phone,Electronics,2018-04-05
118505,382778,175542,1,Lipton,Tea,Food,2018-03-08
116483,1579206,156770,1,OPPO,Phone,Electronics,2018-04-12
95953,786594,152649,5,Huawei,Phone,Electronics,2018-03-22
179450,1119772,345955,1,Huawei,Phone,Electronics,2018-03-05
138200,775799,98560,1,Huawei,Phone,Electronics,2018-02-22
165845,902705,88001,1,Other,Cookie,Food,2018-03-13
35350,1241696,240407,1,Opple,Light,Furniture,2018-02-25
145991,241761,63461,1,Acer,Notebook,Electronics,2018-03-08
135866,1567071,334877,1,Apple,Phone,Electronics,2018-02-27
98288,233219,240172,5,Apple,Phone,Electronics,2018-03-06
124129,47370,155269,1,Lipton,Tea,Food,2018-03-10
126513,1143677,356493,1,Apple,Tablet,Electronics,2018-04-07
142088,1420383,75523,1,Sumsung,Phone,Electronics,2018-02-04
85768,938270,353194,1,Other,Perfume,Beauty Makeup,2018-03-12
76490,316721,217024,1,Apple,Phone,Electronics,2018-03-22
62012,863468,60979,1,HLA,Coat,Clothes,2018-02-12
83547,652014,49961,1,Other,Coat,Clothes,2018-03-25
45189,1500302,349325,1,Sony,Digital Camera,Electronics,2018-02-08
165386,1473972,212602,1,Estee Lauder,Makerup Water,Beauty Makeup,2018-03-01
146704,1297810,203454,1,Other,Coat,Clothes,2018-03-22
42092,137978,39334,1,Other,Facial Essence,Beauty Makeup,2018-03-18
98623,109231,278389,5,Apple,Phone,Electronics,2018-03-07
154216,1050808,133736,1,Other,Phone,Electronics,2018-04-09
172977,1125164,296134,1,Other,Coat,Clothes,2018-03-04
167800,1083790,89700,1,Sony,Digital Camera,Electronics,2018-04-11
26877,1383582,53918,1,Redmi,Phone,Electronics,2018-04-06
171882,645294,70205,1,Huawei,Phone,Electronics,2018-02-04
23430,1116483,74642,1,Other,Coffee,Food,2018-03-16
124770,838012,282865,1,Other,Phone,Electronics,2018-03-04
35800,649061,328087,1,Huawei,Phone,Electronics,2018-03-15
160559,496842,313891,1,H&M,Coat,Clothes,2018-03-01
18168,522132,243569,1,Apple,Phone,Electronics,2018-02-24
105352,222209,289488,1,Other,Foundation Make-up,Beauty Makeup,2018-03-17
90163,1278222,54394,3,HP,Notebook,Electronics,2018-04-08
76140,693694,305197,4,Other,Facial Essence,Beauty Makeup,2018-04-06
71676,700666,171436,1,Apple,Phone,Electronics,2018-03-18
36491,804828,70327,1,Microsoft,Xbox,Electronics,2018-03-14
94087,1428039,226581,5,Other,Foundation Make-up,Beauty Makeup,2018-04-03
180078,1438077,11500,1,Other,Foundation Make-up,Beauty Makeup,2018-03-26
3980,668108,141735,1,ELand,Coat,Clothes,2018-02-13
17815,1009571,268615,1,Innisfree,Facial Essence,Beauty Makeup,2018-02-25
22186,1010416,181108,1,Other,Coat,Clothes,2018-03-14
80269,387609,74629,1,Other,Coat,Clothes,2018-03-12
22378,1141588,164358,1,Lipton,Tea,Food,2018-02-28
146138,1348859,193183,1,H&M,Coat,Clothes,2018-03-17
180716,367874,74771,1,Apple,Phone,Electronics,2018-02-07
29010,154407,354350,1,Huawei,Phone,Electronics,2018-02-04
18040,183210,156709,1,Olay,Eye Shadow,Beauty Makeup,2018-03-30
99574,761316,30035,1,Huawei,Tablet,Electronics,2018-02-03
140147,70554,253646,1,Huawei,Phone,Electronics,2018-03-06
68958,1010066,24999,1,Other,Cookie,Food,2018-03-04
83882,1496183,208685,1,Li-Ning,Football,Outdoor Sports,2018-04-01
85607,1011947,338748,1,Estee Lauder,Eye Shadow,Beauty Makeup,2018-03-03
7221,545730,129985,1,Other,Coat,Clothes,2018-02-07
43291,238291,233587,1,Lipton,Tea,Food,2018-02-28
142108,603485,307700,1,Microsoft,Xbox,Electronics,2018-02-08
81325,1261079,82126,1,HP,Notebook,Electronics,2018-02-06
14763,1480790,177734,4,Olay,Eye Shadow,Beauty Makeup,2018-04-01
26898,981842,14699,1,Huawei,Tablet,Electronics,2018-03-29
23353,454512,355777,1,Li-Ning,Basketball,Outdoor Sports,2018-03-25
103661,1499054,170766,1,Midea,Refrigerator,Household Eletric Appliance,2018-03-25
89002,876380,268562,1,Sony,Digital Camera,Electronics,2018-02-09
172448,1018348,17895,1,Other,Phone,Electronics,2018-02-01
57879,1525839,274616,1,Other,Coat,Clothes,2018-04-03
136553,149703,166410,1,H&M,Coat,Clothes,2018-03-01
67193,700975,93747,1,DELL,Notebook,Electronics,2018-02-09
54932,246664,937,1,Nikon,Digital Camera,Electronics,2018-02-01
149819,741840,42533,1,HLA,Coat,Clothes,2018-03-24
25597,533453,258064,1,UNIQLO,Coat,Clothes,2018-03-31
158243,1363834,255963,1,Innisfree,Makerup Water,Beauty Makeup,2018-02-08
81467,186617,127370,1,Apple,Phone,Electronics,2018-03-06
152287,759038,234583,1,Apple,Tablet,Electronics,2018-02-26
99474,1428866,95757,1,Apple,Phone,Electronics,2018-03-11
127474,1413941,347828,1,Other,Coat,Clothes,2018-03-05
134033,225511,233176,1,Apple,Tablet,Electronics,2018-04-09
180731,1522204,208652,1,Apple,Phone,Electronics,2018-03-23
172650,657341,302986,1,Huawei,Phone,Electronics,2018-02-03
90068,4641,355689,5,Sumsung,Phone,Electronics,2018-02-23
32552,609938,137938,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-04-08
44047,672761,182934,1,Redmi,Phone,Electronics,2018-03-15
19615,599708,33947,1,Lenovo,Notebook,Electronics,2018-02-07
132127,991443,111369,1,LEDIN,Coat,Clothes,2018-02-01
58136,1212183,356948,1,Quanyou,Bed,Furniture,2018-03-03
31419,1525187,10171,1,Lipton,Tea,Food,2018-03-01
160371,537830,125939,1,Olay,Eye Shadow,Beauty Makeup,2018-03-03
46330,299483,108287,1,DOVE,Chocolate,Food,2018-02-07
6733,735321,188835,1,Danisa,Cookie,Food,2018-04-12
68813,1005174,129149,1,Apple,Phone,Electronics,2018-04-09
81162,819980,160833,1,Huawei,Phone,Electronics,2018-02-11
52416,337144,107335,1,Huawei,Phone,Electronics,2018-02-11
163393,1096214,16106,1,Sony,Digital Camera,Electronics,2018-02-06
141047,1361278,91823,1,Other,Foundation Make-up,Beauty Makeup,2018-03-20
54678,1057757,272977,1,Other,Coat,Clothes,2018-04-06
76249,337579,245569,1,Redmi,Phone,Electronics,2018-04-15
51806,1230568,71457,1,Baleno,Coat,Clothes,2018-02-05
39659,337591,78361,1,Other,Milk,Food,2018-03-22
7996,1375111,199647,1,Other,Sunscreen Cream,Beauty Makeup,2018-04-01
95220,982849,36592,5,Huawei,Tablet,Electronics,2018-03-24
163464,875309,81303,1,Apple,Tablet,Electronics,2018-03-31
156018,1448258,168952,1,Other,Cookie,Food,2018-02-27
1926,498881,295247,1,Apple,Phone,Electronics,2018-03-23
51759,736170,307260,1,Apple,Phone,Electronics,2018-03-06
100977,47495,75801,1,Other,Milk,Food,2018-02-04
35207,723119,81303,1,Apple,Tablet,Electronics,2018-02-06
125003,1016008,348427,1,OPPO,Phone,Electronics,2018-03-09
130449,431758,84088,1,Quanyou,Sofa,Furniture,2018-04-05
80464,1453854,94474,1,Other,Coat,Clothes,2018-03-08
164492,1427706,319163,1,Huawei,Tablet,Electronics,2018-03-29
183310,1040876,19450,1,UNIQLO,Coat,Clothes,2018-02-06
35234,1377744,135889,1,Huawei,Phone,Electronics,2018-04-03
115438,808918,278135,1,Lipton,Tea,Food,2018-02-07
179346,1395465,142020,1,Apple,Tablet,Electronics,2018-02-07
87844,416224,269185,1,Lipton,Tea,Food,2018-02-03
79557,782771,71835,1,LukFook,Bracelet,Jewellery Accessories,2018-02-14
49724,59621,45642,1,Olay,Eye Shadow,Beauty Makeup,2018-02-26
162432,826934,73193,1,Other,Coat,Clothes,2018-02-04
83839,86807,335793,1,Huawei,Phone,Electronics,2018-02-15
179384,1237867,314844,1,Other,Milk,Food,2018-03-20
120702,609433,165497,1,Li-Ning,Football,Outdoor Sports,2018-03-31
133888,1167609,249651,1,Proya,Foundation Make-up,Beauty Makeup,2018-03-17
154996,608331,347974,1,Sumsung,Phone,Electronics,2018-02-03
122401,467318,226071,1,Apple,Ipad,Electronics,2018-03-20
76606,271580,55822,1,HLA,Coat,Clothes,2018-02-05
111148,1230219,374536,1,DELL,Notebook,Electronics,2018-02-07
154941,502314,96225,1,Apple,Phone,Electronics,2018-03-15
113993,1143084,262897,4,Midea,Induction Cooker,Household Eletric Appliance,2018-02-28
155649,812012,310518,1,H&M,Coat,Clothes,2018-02-25
109511,315504,142759,1,Apple,Phone,Electronics,2018-03-20
57571,376195,310506,1,Apple,Phone,Electronics,2018-02-11
102682,1296126,339448,1,Chando,Face Cream,Beauty Makeup,2018-02-04
121953,82771,277872,1,Ton Lion,Coat,Clothes,2018-03-31
65593,1053697,38213,1,Huawei,Phone,Electronics,2018-03-26
84835,462024,180945,1,Other,Phone,Electronics,2018-02-06
76447,473820,221283,1,Kuka,Bed,Furniture,2018-02-25
103991,788954,91423,1,Huawei,Tablet,Electronics,2018-02-04
96867,62456,256366,5,Li-Ning,Basketball,Outdoor Sports,2018-03-28
97182,1275808,39859,3,LukFook,Necklace,Jewellery Accessories,2018-04-14
91379,1046870,289391,3,Other,Cookie,Food,2018-04-12
169355,600747,149941,1,Other,Milk,Food,2018-04-03
138391,1016436,142280,1,Huawei,Phone,Electronics,2018-02-09
160443,861078,273416,1,Sony,Digital Camera,Electronics,2018-02-08
123194,1535418,199826,1,Other,Phone,Electronics,2018-02-27
92738,1546830,57949,5,Lipton,Tea,Food,2018-04-09
157190,1260031,195816,1,Olay,Eye Shadow,Beauty Makeup,2018-03-17
137040,949702,229035,1,Quanyou,Bed,Furniture,2018-04-08
11747,1027794,349905,1,Microsoft,Xbox,Electronics,2018-04-13
92607,700605,139619,3,Other,Candy,Food,2018-04-14
3081,518647,7957,1,Apple,Phone,Electronics,2018-03-03
181272,983588,257150,1,HLA,Coat,Clothes,2018-04-09
135038,147253,64413,1,Acer,Notebook,Electronics,2018-03-03
89429,671097,206603,1,Apple,Phone,Electronics,2018-04-09
78664,167802,278498,1,Huawei,Phone,Electronics,2018-03-25
132844,725852,284958,1,Huawei,Phone,Electronics,2018-03-20
69664,959460,230197,1,Innisfree,Foundation Make-up,Beauty Makeup,2018-02-01
107579,1564627,212749,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-02-01
157319,890341,135322,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-04-04
65483,336674,48907,1,Apple,Phone,Electronics,2018-02-23
177301,1536145,217024,1,Apple,Phone,Electronics,2018-03-19
114948,117452,89987,4,Chow Tai Fook,Necklace,Jewellery Accessories,2018-03-25
153642,1385684,301310,1,Innisfree,Face Cream,Beauty Makeup,2018-02-27
147182,224077,344990,1,Other,Sunscreen Cream,Beauty Makeup,2018-03-01
97669,827885,43235,5,illuma,Milk Power,Mother and Infant,2018-02-12
76412,1064108,86165,1,Quanyou,Sofa,Furniture,2018-03-17
31822,1034320,132752,1,Apple,Phone,Electronics,2018-02-27
95769,790833,164700,5,Sumsung,Phone,Electronics,2018-04-11
111061,133182,154447,1,Other,Phone,Electronics,2018-02-22
131033,396065,230459,1,Huawei,Phone,Electronics,2018-02-19
176393,840570,253638,1,Other,Phone,Electronics,2018-02-07
133750,228558,181791,1,Danco,Cake,Food,2018-04-03
131195,648319,218369,1,Playboy,Coat,Clothes,2018-04-11
129165,918165,127409,1,Lipton,Tea,Food,2018-04-05
171314,224941,92850,1,Innisfree,Facial Essence,Beauty Makeup,2018-03-11
139149,29206,267902,1,Lipton,Tea,Food,2018-04-07
68449,684613,28047,1,Other,Candy,Food,2018-03-21
43581,55785,258625,1,HLA,Coat,Clothes,2018-03-08
163450,975465,198785,1,Apple,Tablet,Electronics,2018-03-18
57062,1068997,178056,1,Sumsung,Phone,Electronics,2018-02-27
24446,1357803,95733,1,H&M,Coat,Clothes,2018-02-25
26014,434603,89700,1,Sony,Digital Camera,Electronics,2018-03-07
74729,1221278,127328,4,Lipton,Tea,Food,2018-02-22
106114,229219,135889,1,Huawei,Phone,Electronics,2018-03-23
177697,307163,47498,1,Midea,Washing Machine,Household Eletric Appliance,2018-03-23
49014,1238075,90948,1,Other,Coat,Clothes,2018-04-14
31526,861945,116283,1,Other,Coat,Clothes,2018-03-08
163524,820491,124330,1,UNIQLO,Coat,Clothes,2018-02-19
70297,1208380,262872,1,Redmi,Phone,Electronics,2018-04-02
167173,293178,288062,1,Apple,Phone,Electronics,2018-04-06
20794,729775,101198,1,Gree,Air Conditioner,Household Eletric Appliance,2018-02-15
12281,1593347,176839,1,Lipton,Tea,Food,2018-04-01
68943,658947,162273,1,Huawei,Phone,Electronics,2018-03-15
24360,499890,71546,1,Microsoft,Xbox,Electronics,2018-02-02
149101,646005,367878,1,Acer,Notebook,Electronics,2018-03-13
65803,66276,347531,1,Other,Coat,Clothes,2018-04-01
25051,1001353,153735,1,Proya,Facial Moisturizer,Beauty Makeup,2018-03-08
112082,1242663,198639,1,Sumsung,Phone,Electronics,2018-03-19
49229,1038025,9593,1,Other,Foundation Make-up,Beauty Makeup,2018-04-13
166103,48823,305406,1,H&M,Coat,Clothes,2018-04-01
73078,507832,177991,1,KOPIKO,Coffee,Food,2018-04-04
27019,1430411,352177,1,Huawei,Phone,Electronics,2018-02-19
22477,184294,164204,1,Other,Makerup Water,Beauty Makeup,2018-02-25
69159,888122,338496,1,Loreal,Makerup Water,Beauty Makeup,2018-03-07
170984,742914,133399,1,Redmi,Phone,Electronics,2018-03-14
150261,1504639,24800,1,Huawei,Phone,Electronics,2018-02-16
151794,24984,123041,1,Other,Foundation Make-up,Beauty Makeup,2018-03-11
136532,459780,346840,1,Lenovo,Notebook,Electronics,2018-04-14
131870,134955,71601,1,Innisfree,Sunscreen Cream,Beauty Makeup,2018-02-24
71963,390267,162756,1,LukFook,Bracelet,Jewellery Accessories,2018-02-13
174645,235757,186333,1,Redmi,Phone,Electronics,2018-02-18
109246,403874,306434,1,Sumsung,Phone,Electronics,2018-02-04
107943,1199662,117286,1,Other,Facial Essence,Beauty Makeup,2018-03-20
154225,259208,47238,1,Other,Phone,Electronics,2018-02-07
107311,194278,97587,1,Joyoung,Electric Kettle,Household Eletric Appliance,2018-03-05
23631,1477067,133073,1,Other,Facial Essence,Beauty Makeup,2018-03-09
118345,869014,320293,1,Huawei,Phone,Electronics,2018-02-22
129790,688537,207007,1,Huawei,Phone,Electronics,2018-02-27
177204,836650,206516,1,Other,Cookie,Food,2018-03-08
101511,1139236,130846,1,Apple,Phone,Electronics,2018-03-20
60987,27344,376325,1,Other,Phone,Electronics,2018-03-04
176421,905429,118115,1,Other,Face Cream,Beauty Makeup,2018-02-25
23742,947357,169009,1,H&M,Coat,Clothes,2018-02-06
177249,1250159,249171,1,Innisfree,Facial Mask,Beauty Makeup,2018-03-16
106417,795606,205266,1,Vivo,Phone,Electronics,2018-04-11
53578,315426,256335,1,Other,Coat,Clothes,2018-02-06
1665,84907,202210,1,Sony,Digital Camera,Electronics,2018-02-19
80601,603708,375236,1,Other,Coat,Clothes,2018-04-10
134349,8347,265808,1,Other,Sunscreen Cream,Beauty Makeup,2018-02-10
132173,1540350,221496,1,Olay,Lipstick,Beauty Makeup,2018-02-28
54831,1003991,308331,1,Vivo,Phone,Electronics,2018-03-18
45456,240324,322715,1,Apple,Phone,Electronics,2018-04-03
126381,929456,320293,1,Huawei,Phone,Electronics,2018-02-06
150510,988428,190628,1,Other,Coat,Clothes,2018-02-12
118210,516123,255973,1,LukFook,Necklace,Jewellery Accessories,2018-04-11
18874,1122575,239505,1,DELL,Notebook,Electronics,2018-02-05
10599,26143,143323,1,Other,Phone,Electronics,2018-03-15
42588,626690,195443,1,Other,Facial Moisturizer,Beauty Makeup,2018-03-04
71934,698681,330247,1,Acer,Notebook,Electronics,2018-03-05
4574,1212551,98600,1,Olay,Lipstick,Beauty Makeup,2018-04-04
182876,1273668,182580,1,Apple,Phone,Electronics,2018-04-11
36563,787199,291945,1,ELand,Coat,Clothes,2018-02-24
26807,1060323,9872,1,Other,Milk,Food,2018-04-06
172651,305602,201682,1,Sony,Digital Camera,Electronics,2018-03-01
170498,18684,313819,1,Vivo,Phone,Electronics,2018-03-31
48194,480124,148220,1,Other,Candy,Food,2018-03-26
18461,1121064,27784,1,Lipton,Tea,Food,2018-04-13
61578,1134703,368941,1,Apple,Tablet,Electronics,2018-03-14
112919,860551,152413,4,Other,Coat,Clothes,2018-03-03
85736,514325,98348,1,Li-Ning,Football,Outdoor Sports,2018-03-13
85713,1362182,339838,1,Huawei,Tablet,Electronics,2018-03-22
121138,1366312,343787,1,UNIQLO,Coat,Clothes,2018-02-09
54521,257888,212414,1,Sony,Digital Camera,Electronics,2018-02-20
145814,511917,216711,1,OPPO,Phone,Electronics,2018-02-11
5033,1106416,275732,1,Jeans West,Jeans,Clothes,2018-02-07
106185,545691,174958,1,Acer,Notebook,Electronics,2018-03-22
80141,93118,302166,1,Kuka,Bed,Furniture,2018-02-19
53717,638908,370756,1,Other,Facial Moisturizer,Beauty Makeup,2018-04-08
61377,394506,216571,1,Apple,Phone,Electronics,2018-04-12
106953,431239,179596,1,Lipton,Tea,Food,2018-04-04
183153,577515,2466,1,Chando,Eye Shadow,Beauty Makeup,2018-04-06
29951,310704,58542,4,Quanyou,Sofa,Furniture,2018-04-10
129272,1409128,99738,1,Huawei,Tablet,Electronics,2018-03-13
181963,35756,112339,1,Huawei,Phone,Electronics,2018-02-08
12712,33429,107331,1,Olay,Sunscreen Cream,Beauty Makeup,2018-03-16
12917,753830,234639,1,Huawei,Phone,Electronics,2018-02-07
13291,1300797,228075,4,Other,Coat,Clothes,2018-02-10
31438,985670,288370,1,Other,Coat,Clothes,2018-02-01
18199,75072,217024,1,Apple,Phone,Electronics,2018-02-13
176103,9656,90785,1,Other,Milk,Food,2018-03-11
32985,707640,362456,1,Huawei,Phone,Electronics,2018-03-12
91602,8553,140779,2,Huawei,Phone,Electronics,2018-02-24
16295,599371,363919,1,Apple,Phone,Electronics,2018-03-06
159780,629223,339771,1,Haier,Television,Household Eletric Appliance,2018-03-05
83450,145933,363919,1,Apple,Phone,Electronics,2018-02-03
137730,1169549,371440,1,Huawei,Phone,Electronics,2018-03-14
123607,371412,186334,1,Li-Ning,Badminton,Outdoor Sports,2018-03-19
41788,374364,346588,1,Lipton,Tea,Food,2018-02-11
175933,1465990,95968,1,Midea,Induction Cooker,Household Eletric Appliance,2018-03-01
107070,206895,331381,1,Apple,Phone,Electronics,2018-04-14
75659,1314111,366664,4,Chando,Lipstick,Beauty Makeup,2018-03-15
150186,302252,194869,1,OPPO,Phone,Electronics,2018-02-05
93700,1310438,181612,2,KOPIKO,Coffee,Food,2018-02-23
116970,165256,136494,1,Other,Candy,Food,2018-02-01
171421,96517,248051,1,Huawei,Phone,Electronics,2018-03-15
19099,227141,11400,1,Other,Coat,Clothes,2018-02-27
161960,1317079,29027,1,Innisfree,Facial Essence,Beauty Makeup,2018-02-03
68037,1517844,254934,1,Joyoung,Electric Kettle,Household Eletric Appliance,2018-03-02
104580,576349,229059,1,Chando,Foundation Make-up,Beauty Makeup,2018-03-19
178748,1176227,20483,1,Other,Facial Essence,Beauty Makeup,2018-03-31
35390,1312285,60237,1,Apple,Phone,Electronics,2018-02-07
43124,1498445,324220,1,Other,Coat,Clothes,2018-02-07
162840,227244,199696,1,LukFook,Necklace,Jewellery Accessories,2018-03-12
11147,1215892,331218,1,Innisfree,Face Cream,Beauty Makeup,2018-02-27
112318,719347,19085,1,Other,Cookie,Food,2018-03-08
50514,1277577,308331,1,Vivo,Phone,Electronics,2018-02-02
55152,1457787,331579,1,Kuka,Bed,Furniture,2018-02-13
57448,1559306,285178,1,Li-Ning,Basketball,Outdoor Sports,2018-02-26
107189,1036460,123776,1,Huawei,Tablet,Electronics,2018-04-04
145580,664424,232245,1,Lenovo,Notebook,Electronics,2018-02-09
182523,294694,113356,1,Huawei,Phone,Electronics,2018-03-13
13239,664081,102360,4,H&M,Coat,Clothes,2018-02-07
171063,34910,250471,1,Opple,Light,Furniture,2018-04-05
111321,1376943,166771,1,Haier,Television,Household Eletric Appliance,2018-04-14
43145,549890,11310,1,Other,Coat,Clothes,2018-04-06
159438,497141,236338,1,Other,Candy,Food,2018-03-01
176605,1410907,120103,1,HLA,Coat,Clothes,2018-03-20
55124,1247389,186610,1,Lipton,Tea,Food,2018-03-25
126175,361711,234842,1,Baleno,Coat,Clothes,2018-02-06
126694,716110,160492,1,Other,Phone,Electronics,2018-03-06
41418,909589,325133,1,Lipton,Tea,Food,2018-04-11
135589,125048,194802,1,Huawei,Phone,Electronics,2018-02-26
97932,126080,153735,2,Proya,Facial Moisturizer,Beauty Makeup,2018-02-22
169125,436149,268566,1,Apple,Phone,Electronics,2018-02-24
72761,1053538,153599,1,Huawei,Phone,Electronics,2018-02-04
120372,625436,140537,1,Midea,Air Conditioner,Household Eletric Appliance,2018-02-16
112492,248302,328353,1,Lipton,Tea,Food,2018-02-10
63418,640669,353330,1,Gree,Air Conditioner,Household Eletric Appliance,2018-03-10
88552,24,75655,1,Other,Foundation Make-up,Beauty Makeup,2018-02-23
71964,203022,195710,1,Huawei,Phone,Electronics,2018-02-02
138873,204779,308873,1,Lipton,Tea,Food,2018-03-21
92334,544684,375261,5,Lipton,Tea,Food,2018-04-02
51228,694852,79147,1,illuma,Milk Power,Mother and Infant,2018-03-31
157888,1524981,60957,1,Apple,Phone,Electronics,2018-04-11
72186,570850,23166,1,Lipton,Tea,Food,2018-03-06
25803,357910,327187,1,Apple,Tablet,Electronics,2018-04-04
63236,1071717,268120,1,Vivo,Phone,Electronics,2018-02-11
104941,1203260,340707,1,Other,Milk,Food,2018-03-22
20003,146064,157672,1,Other,Coat,Clothes,2018-03-22
122703,108265,176580,1,ELand,Coat,Clothes,2018-02-05
173096,746418,366920,1,Microsoft,Xbox,Electronics,2018-02-12
32753,1513560,357517,1,Other,Coat,Clothes,2018-02-02
53088,1198435,241520,1,H&M,Coat,Clothes,2018-04-08
54191,658194,195117,1,Microsoft,Xbox,Electronics,2018-03-10
26704,1486997,343841,1,Chando,Perfume,Beauty Makeup,2018-03-12
40875,768521,156435,1,Apple,Phone,Electronics,2018-02-04
19508,521312,356243,1,Other,Coat,Clothes,2018-03-10
170891,89452,254788,1,Lipton,Tea,Food,2018-02-07
164766,615307,339158,1,Chando,Perfume,Beauty Makeup,2018-02-05
140942,150693,2805,1,Li-Ning,Football,Outdoor Sports,2018-03-30
21539,874360,278162,1,Midea,Washing Machine,Household Eletric Appliance,2018-03-14
86244,608529,287204,1,Other,Coat,Clothes,2018-02-20
102219,430993,77421,1,Apple,Phone,Electronics,2018-02-28
4491,1428186,290672,1,Huawei,Phone,Electronics,2018-02-24
82291,1321673,241770,1,DELL,Notebook,Electronics,2018-03-21
114999,1593985,100777,4,Other,Candy,Food,2018-03-28
13782,268856,206988,4,Innisfree,Face Cream,Beauty Makeup,2018-03-08
97476,714788,247954,2,Other,Cookie,Food,2018-03-30
66945,1546537,257753,1,Supor,Rice Cooker,Household Eletric Appliance,2018-03-16
23556,86807,255216,1,Huawei,Phone,Electronics,2018-02-11
180432,1506996,342926,1,Midea,Refrigerator,Household Eletric Appliance,2018-02-24
99419,207202,311764,1,Other,Coat,Clothes,2018-02-17
12497,217280,240172,1,Apple,Phone,Electronics,2018-03-10
61814,561021,368256,1,Loreal,Facial Essence,Beauty Makeup,2018-02-27
116227,1060064,250802,1,Huawei,Phone,Electronics,2018-02-17
95869,1466693,369549,5,Huawei,Phone,Electronics,2018-04-01
24764,552062,295821,1,Microsoft,Xbox,Electronics,2018-02-15
180081,1100151,250171,1,Huawei,Tablet,Electronics,2018-04-08
73010,552882,338785,1,Other,Coat,Clothes,2018-04-11
149803,907521,167116,1,Huawei,Phone,Electronics,2018-03-02
84032,1290605,108754,1,ERKE,Running Shoes,Outdoor Sports,2018-02-17
163808,367642,53463,1,Other,Coat,Clothes,2018-02-17
100774,176622,6595,1,Other,Coat,Clothes,2018-03-25
158443,816593,364358,1,Redmi,Phone,Electronics,2018-04-14
